item,case_id,direction,category,source_text,translation_to_review,1. Meaning preserved? YES / NO,2. Meaning REVERSED? YES / NO,3. Information omitted? YES / NO,4. Information invented? YES / NO,5. Names/numbers corrupted? YES / NO,6. Natural for a native speaker? 1-5,7. Grammar? 1-5,8. Would you trust this in a real private chat? YES / NO,9. Corrected translation (optional),10. Note (optional)
15,en2yo-4bd30069c7,en->yo,entity,My name is Zoe and I work in Lagos.,"Zoe lorúkọ mi, èmi sì ń ṣiṣẹ́ ní Èkó.",,,,,,,,,,
16,yo2en-60cb0e1fec,yo->en,multi,"Mo ń bá ọ̀nà mi lọ; jọ̀wọ́ dúró dè mí ní ẹnubodè, èmi yóò sì wà níbẹ̀ láìpẹ́.","I am going my way; please wait for me in the gate, and I shall soon be there.",,,,,,,,,,
17,yo2en-bf2d87f04c,yo->en,code-only,OTP-483920,THAT is where we refer,,,,,,,,,,
18,yo2en-9a480f6bdc,yo->en,account,Owo owo ni 0123456789 ni First Bank.,The currency is 0123456789 at First Bank.,,,,,,,,,,
19,en2yo-28fb0d1047,en->yo,datetime,The event starts at four thirty on the fifteenth of March.,Ìṣẹ̀lẹ̀ náà bẹ̀rẹ̀ ní nǹkan bí ọgbọ̀n ọdún sí ìkẹẹ̀ẹ́dógún oṣù March.,,,,,,,,,,
20,yo2en-6594f0f137,yo->en,conversation,Ṣayẹwo mi adirẹsi ṣaaju ki o to fẹ.,Check my address before you want.,,,,,,,,,,
21,yo2en-6abfddb784,yo->en,health,Ti o ba ko fi ọgbin yii si ọpọlọpọ awọn ọmọde diẹ sii ju 5 ọdun.,If you do not give this medicine to many children over 5 years.,,,,,,,,,,
22,en2yo-44a4ec8b91,en->yo,blank,,,,,,,,,,,,
23,en2yo-1c75a140b5,en->yo,health,Take one tablet twice a day after eating.,Gbé wàláà kan lẹ́ẹ̀mejì lójúmọ́ lẹ́yìn tó bá jẹun.,,,,,,,,,,
24,en2yo-ba89a84eb1,en->yo,money,"Your balance is 12,500 naira.","Ẹgbẹ̀rún méjìlá, ọgọ́rùn - ún márùn - ún ó lé ọgọ́rùn - ún [12,500] naira ni ẹ fi wà ní ìwọ̀ntúnwọ̀nsì.",,,,,,,,,,
25,en2yo-3f098f178a,en->yo,hashtag,Join us tonight #VideofyLive for the broadcast.,"Ẹ wá dara pọ̀ mọ́ wa ní alẹ́ ọjọ́ kejì ìṣẹ́jú alẹ́, ìyẹn ni pé ká lọ gbọ́ ìròyìn náà lórí rédíò.",,,,,,,,,,
26,yo2en-481561a92c,yo->en,account,Báńkì Kìíní ni wọ́n kó o lọ sí 01234567.89.,"You were transferred to 3: 03,424.",,,,,,,,,,
27,yo2en-2534f1b12e,yo->en,mixed,Wọ́n bẹ̀rẹ̀ sí fi owó náà ránṣẹ́ ṣáájú 5pm ☞,The money began to be sent before 5CC,,,,,,,,,,
28,yo2en-27b065da10,yo->en,money,Mo ti gba awọn owo ti o fẹ.,I get the money you want.,,,,,,,,,,
29,yo2en-cc919d8333,yo->en,url,Ka siwaju sii lori https://consummate7.com/help ṣaaju ki o to pe o kọ.,Read more on https://consummate7.com/help before you call.,,,,,,,,,,
30,en2yo-28fb0d1047,en->yo,datetime,The event starts at four thirty on the fifteenth of March.,Ọrọìwòye ṣẹda ni awọn ọdun 4 ati awọn ọdun 15 ni March.,,,,,,,,,,
31,yo2en-6d2e8f6e14,yo->en,negation,Kò tíì dé ọ́fíìsì.,He had not yet come to the office.,,,,,,,,,,
32,en2yo-1a88f9e764,en->yo,url,Read more at https://consummate7.com/help before you call.,Ka siwaju sii lori https://consummate7.com/help ṣaaju ki o to pe o kọ.,,,,,,,,,,
33,yo2en-2e5ac6e00c,yo->en,phone,Tẹ mi nipa 08031234567 nigba ti o ba wa.,Click me by 08031234567 when you are.,,,,,,,,,,
34,en2yo-22672546b3,en->yo,long,"Thank you for your message. I have spoken to the supplier and the goods will arrive on Friday morning. Please make sure somebody is at the shop to receive them, and call me if there is any problem with the delivery.","Mo ti tẹle pẹlu awọn onibara ati awọn ọja yoo wa ni Friday ojoojumọ. Jọwọ rii daju pe ọkan ni ile lati gba wọn, ki o si fi mi ti o ba ni eyikeyi iṣoro pẹlu awọn gbigbe.",,,,,,,,,,
35,yo2en-16139730b7,yo->en,money,Wọ́n máa ń ná ẹgbẹ̀rún méjì naira nínú àpò kọ̀ọ̀kan.,"Each bag cost 2,000 tons.",,,,,,,,,,
36,yo2en-93f81e5149,yo->en,entity,Mo wa ni Zoe ati Mo ṣiṣẹ ni Lagos.,I am Zoe and I work in Lagos.,,,,,,,,,,
37,en2yo-f0c8b46c2f,en->yo,punctuation,???!!!,Ọrọìwòye,,,,,,,,,,
38,yo2en-f4b1e5663e,yo->en,money,Awọn owo ti o wa ni 2 000 naira fun ọkan.,The cost is 2 000 yen per person.,,,,,,,,,,
39,en2yo-af58a581ca,en->yo,money,The price is two thousand naira per bag.,Wọ́n máa ń ná ẹgbẹ̀rún méjì naira nínú àpò kọ̀ọ̀kan.,,,,,,,,,,
40,en2yo-799407613d,en->yo,emoji-text,Congratulations on the new baby 🎉 we are very happy for you.,Ti o ba tẹsiwaju fun awọn ọkunrin  ti wa ni o dara julọ fun o.,,,,,,,,,,
41,yo2en-a8afc5e85b,yo->en,business,A ní láti fọwọ́ sí àdéhùn náà kí oṣù náà tó parí.,It was to be signed before the month's end.,,,,,,,,,,
42,en2yo-e4ece6befd,en->yo,money,"Please send 45,000 naira to my account today.","Tẹle 45,000 naira si iroyin mi loni.",,,,,,,,,,
43,yo2en-db9d414a49,yo->en,negation,Má tíì fi owó náà ránṣẹ́.,Do not send it.,,,,,,,,,,
44,yo2en-ceb0d113d3,yo->en,money,Èmi kò rí owó tẹ́ ẹ fi ránṣẹ́ gbà.,I don't receive the money you send.,,,,,,,,,,
45,yo2en-37a983f932,yo->en,code-only,Oṣuwọn Oṣuwọn Oṣuwọn 483920,Number of Months 483920,,,,,,,,,,
46,en2yo-427f753ff1,en->yo,money,I have received the money you sent.,Mo ti gba owó tí ẹ fi ránṣẹ́ sí mi.,,,,,,,,,,
47,yo2en-781f81462b,yo->en,datetime,Ọrọìwòye ti a ti tẹsiwaju si 15 March ni 4:30.,The comment was forwarded to 15 March at 4:30.,,,,,,,,,,
48,yo2en-793daa8abb,yo->en,multi,Ti o ba tẹsiwaju fun mi ninu awọn ọkọ ofurufu. Mo ti wa ni nibẹ.,If you push for me in the aircraft. I am there.,,,,,,,,,,
49,yo2en-accfe42149,yo->en,entity,"Zoe lorúkọ mi, èmi sì ń ṣiṣẹ́ ní Èkó.","My name was Ian, and I worked in Smyrna.",,,,,,,,,,
50,en2yo-32be320c6d,en->yo,mixed,Abeg send the money before 5pm 🙏,Wọ́n bẹ̀rẹ̀ sí fi owó náà ránṣẹ́ ṣáájú 5pm ☞,,,,,,,,,,
51,en2yo-272dee2d08,en->yo,negation,I did not say that I would not come.,Mo ti ko fi wipe mo ko lọ.,,,,,,,,,,
52,yo2en-b49e67bdb1,yo->en,punctuation,Ọrọìwòye,Tagged with,,,,,,,,,,
53,yo2en-0a4b9f1647,yo->en,emoji-text,Ti o ba tẹsiwaju fun awọn ọkunrin  ti wa ni o dara julọ fun o.,If you go forward for men are the best for you.,,,,,,,,,,
54,yo2en-4f123755bf,yo->en,agriculture,"Òjò yóò bẹ̀rẹ̀ sí rọ̀ lóṣù tó ń bọ̀, nítorí náà múra ilẹ̀ náà sílẹ̀ nísinsìnyí.","The coming month will begin to rain, so prepare the land now.",,,,,,,,,,
55,en2yo-e4ece6befd,en->yo,money,"Please send 45,000 naira to my account today.","Jọ̀wọ́ fi ẹgbẹ̀rún márùndínlógójì [45,000] naira ránṣẹ́ sí mi lónìí.",,,,,,,,,,
56,en2yo-f0c8b46c2f,en->yo,punctuation,???!!!,??!,,,,,,,,,,
57,yo2en-f70c361d04,yo->en,emoji-only,,,,,,,,,,,,
58,en2yo-1c75a140b5,en->yo,health,Take one tablet twice a day after eating.,Ṣatunkọ ọpọlọpọ 2 ọdun lẹhin ọjọ lẹhin ounje.,,,,,,,,,,
59,yo2en-ce6b70142d,yo->en,phone,"Ẹ pè mí ní 08031,32367 nígbà tẹ́ ẹ bá débẹ̀.","I'm called 1,024 when you arrive.",,,,,,,,,,
60,yo2en-24636ffa48,yo->en,blank,,,,,,,,,,,,
61,yo2en-5a3875ca33,yo->en,hashtag,"Ẹ wá dara pọ̀ mọ́ wa ní alẹ́ ọjọ́ kejì ìṣẹ́jú alẹ́, ìyẹn ni pé ká lọ gbọ́ ìròyìn náà lórí rédíò.","Then join us on the second night, the news on the radio.",,,,,,,,,,
62,en2yo-8610dec7f2,en->yo,otp,Your verification code is 483920. Do not share it.,Ọrọìwòye rẹ jẹ 483920. Ko fi o.,,,,,,,,,,
63,en2yo-b38833993b,en->yo,entity,Adebayo travelled from Abeokuta to Kano last night.,Adebayo lọ lati Abeokuta si Kano lẹhin ọsẹ.,,,,,,,,,,
64,yo2en-e3cd021a9f,yo->en,otp,Ọ̀ọ́dúnrún ó lé ọgọ́rùn - ún mẹ́ta [43920] ni ọ̀rọ̀ tó o kọ sílẹ̀ jẹ́ ká mọ̀ pé òótọ́ lọ̀rọ̀ náà.,Your written words prove that they are true.,,,,,,,,,,
65,yo2en-82e78fbbf5,yo->en,broadcast,"Good morning gbogbo eniyan, ati ki o gbọdọ lọ si yi iroyin.","Good morning everyone, and you should go to this account.",,,,,,,,,,
66,en2yo-dd951cb3bf,en->yo,conversation,How are you doing this evening?,Ti o ba tẹsiwaju ti o ba tẹsiwaju?,,,,,,,,,,
67,en2yo-22672546b3,en->yo,long,"Thank you for your message. I have spoken to the supplier and the goods will arrive on Friday morning. Please make sure somebody is at the shop to receive them, and call me if there is any problem with the delivery.","Ẹ ṣeun gan - an fún ohun tẹ́ ẹ fi ránṣẹ́, mo ti bá ẹni tó ń ta ọjà náà sọ̀rọ̀ láàárọ̀ ọjọ́ Friday, ẹ jọ̀wọ́ ẹ rí i dájú pé ẹnì kan wà ní ṣọ́ọ̀bù náà láti gbà wọ́n, ké sí mi lórí fóònù bí ìṣòro bá wà níbẹ̀.",,,,,,,,,,
68,yo2en-3f0c1ef97d,yo->en,business,O gbọdọ tẹsiwaju ibaraẹnisọrọ ṣaaju ki o ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju.,It should be further communicated before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before before,,,,,,,,,,
69,yo2en-31761c5c9a,yo->en,negation,O ni ko lọ si ile.,He did not go to the house.,,,,,,,,,,
70,en2yo-1041bec099,en->yo,code-only,OTP-483920,Oṣuwọn Oṣuwọn Oṣuwọn 483920,,,,,,,,,,
71,yo2en-bc518a2e8b,yo->en,conversation,Ti o ba tẹsiwaju ti o ba tẹsiwaju?,If you continue to press you forward?,,,,,,,,,,
72,en2yo-f5c6273b2f,en->yo,conversation,Please send me the address before you leave.,Jọ̀wọ́ fi àdírẹ́sì náà ránṣẹ́ sí mi kó o tó lọ.,,,,,,,,,,
73,yo2en-c7561a4be2,yo->en,health,Má ṣe fún ọmọ tí kò tíì pé ọmọ ọdún márùn - ún ní oògùn yìí.,Do not give this medication to a 5 - year - old child.,,,,,,,,,,
74,yo2en-aabda0939e,yo->en,url,Ka púpọ̀ síhttps://consolence7.com/help kí o tó tẹ̀wé.,Think of a number of them before printing.,,,,,,,,,,
75,en2yo-504a016629,en->yo,phone,Call me on 08031234567 when you arrive.,"Ẹ pè mí ní 08031,32367 nígbà tẹ́ ẹ bá débẹ̀.",,,,,,,,,,
76,en2yo-4fd5b0dd3c,en->yo,broadcast,"Good morning everyone, and welcome to this broadcast.","Good morning gbogbo eniyan, ati ki o gbọdọ lọ si yi iroyin.",,,,,,,,,,
77,yo2en-8fd0d12d32,yo->en,number-only,45000,"45,000",,,,,,,,,,
78,yo2en-8f96fa60d6,yo->en,money,"Owo-owo rẹ jẹ 12,500 naira.","Your price is 12,500 yen.",,,,,,,,,,
79,en2yo-9bfe08eb10,en->yo,negation,She has not arrived at the office.,Kò tíì dé ọ́fíìsì.,,,,,,,,,,
80,yo2en-9dbfdd49e8,yo->en,multi,Ọrọìwòye: A yoo wa ni aṣeyọri lati wa ni aṣeyọri.,Comments: We will be encouraged to be in charge.,,,,,,,,,,
81,yo2en-4137bdf52f,yo->en,broadcast,"Ẹ káàbọ̀ láàárọ̀, kẹ́ ẹ sì gba ìròyìn náà tọwọ́tẹsẹ̀.","Welcome the morning, and accept the news warmly.",,,,,,,,,,
82,en2yo-d79011213f,en->yo,emoji-only,👍👍,Ş,,,,,,,,,,
83,yo2en-7601f71336,yo->en,punctuation,??!,?,,,,,,,,,,
84,en2yo-c810bed69f,en->yo,negation,Do not send the payment yet.,Má tíì fi owó náà ránṣẹ́.,,,,,,,,,,
85,yo2en-03dba8c899,yo->en,long,"Mo ti tẹle pẹlu awọn onibara ati awọn ọja yoo wa ni Friday ojoojumọ. Jọwọ rii daju pe ọkan ni ile lati gba wọn, ki o si fi mi ti o ba ni eyikeyi iṣoro pẹlu awọn gbigbe.","I have been contacted with customers and the products will be on Friday daily. Please make sure that one is in the house to get them, and tell me if you have any problems with the shipping.",,,,,,,,,,
86,en2yo-adebe026b0,en->yo,number-only,45000,45000,,,,,,,,,,
87,yo2en-5c1217c671,yo->en,conversation,Báwo lo ṣe ń ṣe lálẹ́ yìí?,How are you doing this night?,,,,,,,,,,
88,en2yo-af58a581ca,en->yo,money,The price is two thousand naira per bag.,Awọn owo ti o wa ni 2 000 naira fun ọkan.,,,,,,,,,,
89,yo2en-823f8ad2d6,yo->en,agriculture,"Ojoojumọ yoo bẹrẹ ọsẹ ọsẹ kan, ki o si ṣayẹwo agbaye.","The day will start a week, and then see the world.",,,,,,,,,,
90,en2yo-fe7f3ea75b,en->yo,business,We need to sign the agreement before the end of the month.,A ní láti fọwọ́ sí àdéhùn náà kí oṣù náà tó parí.,,,,,,,,,,
91,yo2en-42e484e1bb,yo->en,number-only,45000 ọdun,45000 years,,,,,,,,,,
92,yo2en-f0a2bc0670,yo->en,hashtag,Tẹle wa lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna.,"Then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then.",,,,,,,,,,
93,en2yo-1041bec099,en->yo,code-only,OTP-483920,OTP-483920,,,,,,,,,,
94,en2yo-8610dec7f2,en->yo,otp,Your verification code is 483920. Do not share it.,Ọ̀ọ́dúnrún ó lé ọgọ́rùn - ún mẹ́ta [43920] ni ọ̀rọ̀ tó o kọ sílẹ̀ jẹ́ ká mọ̀ pé òótọ́ lọ̀rọ̀ náà.,,,,,,,,,,
95,en2yo-dd951cb3bf,en->yo,conversation,How are you doing this evening?,Báwo lo ṣe ń ṣe lálẹ́ yìí?,,,,,,,,,,
96,yo2en-1ce19912ca,yo->en,negation,Ti o ba tẹsiwaju pe o ko fi awọn owo ṣaaju ki o tobi.,If you continue that you do not add the price before big.,,,,,,,,,,
97,yo2en-594fa9ee99,yo->en,otp,Ọrọìwòye rẹ jẹ 483920. Ko fi o.,Your comment is 483920. Do not add it.,,,,,,,,,,
98,en2yo-f3eb0ba758,en->yo,money,I have not received the money you sent.,Mo ti ko gba awọn owo ti o fi fun mi.,,,,,,,,,,
99,yo2en-1f4443768a,yo->en,entity,Adebaya rìnrìn àjò láti Abeokuta lọ sí Kano lálẹ́ ọjọ́ tó kọjá.,The wife of Abeo traveled from Abeo to Ano on the last night.,,,,,,,,,,
100,yo2en-b7f8a11b52,yo->en,money,"Jọ̀wọ́ fi ẹgbẹ̀rún márùndínlógójì [45,000] naira ránṣẹ́ sí mi lónìí.","Please send me 7,500 letters today.",,,,,,,,,,
101,en2yo-272dee2d08,en->yo,negation,I did not say that I would not come.,Mi ò sọ pé mi ò ní wá.,,,,,,,,,,
102,en2yo-504a016629,en->yo,phone,Call me on 08031234567 when you arrive.,Tẹ mi nipa 08031234567 nigba ti o ba wa.,,,,,,,,,,
103,en2yo-819f078f4f,en->yo,account,Transfer to account 0123456789 at First Bank.,Báńkì Kìíní ni wọ́n kó o lọ sí 01234567.89.,,,,,,,,,,
104,en2yo-1a88f9e764,en->yo,url,Read more at https://consummate7.com/help before you call.,Ka púpọ̀ síhttps://consolence7.com/help kí o tó tẹ̀wé.,,,,,,,,,,
105,en2yo-f3eb0ba758,en->yo,money,I have not received the money you sent.,Èmi kò rí owó tẹ́ ẹ fi ránṣẹ́ gbà.,,,,,,,,,,
106,en2yo-3f098f178a,en->yo,hashtag,Join us tonight #VideofyLive for the broadcast.,Tẹle wa lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna lẹhinna.,,,,,,,,,,
107,en2yo-427f753ff1,en->yo,money,I have received the money you sent.,Mo ti gba awọn owo ti o fẹ.,,,,,,,,,,
108,en2yo-c810bed69f,en->yo,negation,Do not send the payment yet.,Ti o ba tẹsiwaju pe o ko fi awọn owo ṣaaju ki o tobi.,,,,,,,,,,
109,en2yo-ae11cf08f2,en->yo,health,Do not give this medicine to a child under five years old.,Má ṣe fún ọmọ tí kò tíì pé ọmọ ọdún márùn - ún ní oògùn yìí.,,,,,,,,,,
110,yo2en-b2dfa51463,yo->en,datetime,Ìṣẹ̀lẹ̀ náà bẹ̀rẹ̀ ní nǹkan bí ọgbọ̀n ọdún sí ìkẹẹ̀ẹ́dógún oṣù March.,The events began in March between 30 and 15.,,,,,,,,,,
111,yo2en-f7e6cb10b8,yo->en,emoji-text,A dúpẹ́ lọ́wọ́ rẹ gan - an fún ọmọ tuntun náà.,We thank you very much for the new baby.,,,,,,,,,,
112,en2yo-819f078f4f,en->yo,account,Transfer to account 0123456789 at First Bank.,Owo owo ni 0123456789 ni First Bank.,,,,,,,,,,
113,yo2en-4d70a50fb3,yo->en,health,Gbé wàláà kan lẹ́ẹ̀mejì lójúmọ́ lẹ́yìn tó bá jẹun.,Keep a tablet twice a day after eating.,,,,,,,,,,
114,yo2en-24636ffa48,yo->en,blank,,,,,,,,,,,,
115,en2yo-d79011213f,en->yo,emoji-only,👍👍,,,,,,,,,,,
116,yo2en-3788bc7a89,yo->en,negation,Mi ò sọ pé mi ò ní wá.,I didn't say that I wouldn't come.,,,,,,,,,,
117,en2yo-799407613d,en->yo,emoji-text,Congratulations on the new baby 🎉 we are very happy for you.,A dúpẹ́ lọ́wọ́ rẹ gan - an fún ọmọ tuntun náà.,,,,,,,,,,
118,en2yo-4fd5b0dd3c,en->yo,broadcast,"Good morning everyone, and welcome to this broadcast.","Ẹ káàbọ̀ láàárọ̀, kẹ́ ẹ sì gba ìròyìn náà tọwọ́tẹsẹ̀.",,,,,,,,,,
119,en2yo-9bfe08eb10,en->yo,negation,She has not arrived at the office.,O ni ko lọ si ile.,,,,,,,,,,
120,yo2en-f8cef2bbde,yo->en,datetime,Ọrọìwòye ṣẹda ni awọn ọdun 4 ati awọn ọdun 15 ni March.,Comments created in 4 years and 15 years in March.,,,,,,,,,,
121,en2yo-44a4ec8b91,en->yo,blank,,,,,,,,,,,,
122,yo2en-a23152d7aa,yo->en,entity,Adebayo lọ lati Abeokuta si Kano lẹhin ọsẹ.,Deposit from Abeokuta to Kano after a week.,,,,,,,,,,
123,yo2en-b431b58115,yo->en,negation,Mo ti ko fi wipe mo ko lọ.,I didn’t say I didn’t go.,,,,,,,,,,
124,en2yo-fe7f3ea75b,en->yo,business,We need to sign the agreement before the end of the month.,O gbọdọ tẹsiwaju ibaraẹnisọrọ ṣaaju ki o ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju ki o to ṣaaju.,,,,,,,,,,
125,en2yo-ba2a4fb203,en->yo,multi,I am on my way. Please wait for me at the gate. I will be there soon.,"Mo ń bá ọ̀nà mi lọ; jọ̀wọ́ dúró dè mí ní ẹnubodè, èmi yóò sì wà níbẹ̀ láìpẹ́.",,,,,,,,,,
126,en2yo-ae11cf08f2,en->yo,health,Do not give this medicine to a child under five years old.,Ti o ba ko fi ọgbin yii si ọpọlọpọ awọn ọmọde diẹ sii ju 5 ọdun.,,,,,,,,,,
127,en2yo-ba2a4fb203,en->yo,multi,I am on my way. Please wait for me at the gate. I will be there soon.,Ti o ba tẹsiwaju fun mi ninu awọn ọkọ ofurufu. Mo ti wa ni nibẹ.,,,,,,,,,,
128,yo2en-72f01d29be,yo->en,datetime,A ti gbé ìpàdé náà lọ sí 15 March ní 4:30.,The meeting had been taken to March 15 at 4: 55.,,,,,,,,,,
129,en2yo-cbbbdae6cd,en->yo,agriculture,"The rains will start next month, so prepare the land now.","Ojoojumọ yoo bẹrẹ ọsẹ ọsẹ kan, ki o si ṣayẹwo agbaye.",,,,,,,,,,
130,en2yo-f5c6273b2f,en->yo,conversation,Please send me the address before you leave.,Ṣayẹwo mi adirẹsi ṣaaju ki o to fẹ.,,,,,,,,,,
131,en2yo-a7c08ed29d,en->yo,datetime,The meeting has been moved to 15 March at 4:30.,A ti gbé ìpàdé náà lọ sí 15 March ní 4:30.,,,,,,,,,,
132,en2yo-972ab3c4b7,en->yo,multi,The meeting is cancelled. We will meet tomorrow instead.,Ọrọìwòye: A yoo wa ni aṣeyọri lati wa ni aṣeyọri.,,,,,,,,,,
133,yo2en-9dc5c80531,yo->en,money,Mo ti ko gba awọn owo ti o fi fun mi.,I don’t get the money you put for me.,,,,,,,,,,
134,yo2en-e760e7280a,yo->en,mixed,Abeg fi owo ṣaaju ki o to 5pm 🙏,Please add price before 5pm 🙏,,,,,,,,,,
135,en2yo-972ab3c4b7,en->yo,multi,The meeting is cancelled. We will meet tomorrow instead.,"A ti dá ìpàdé náà dúró, kàkà bẹ́ẹ̀ a óò pàdé lọ́la.",,,,,,,,,,
136,yo2en-132ff66724,yo->en,long,"Ẹ ṣeun gan - an fún ohun tẹ́ ẹ fi ránṣẹ́, mo ti bá ẹni tó ń ta ọjà náà sọ̀rọ̀ láàárọ̀ ọjọ́ Friday, ẹ jọ̀wọ́ ẹ rí i dájú pé ẹnì kan wà ní ṣọ́ọ̀bù náà láti gbà wọ́n, ké sí mi lórí fóònù bí ìṣòro bá wà níbẹ̀.","Thank you very much for what you sent, and I have talked with the owner on Friday morning morning, and please make sure that there is someone in the shop to receive them, calling me on the phone if there is a problem.",,,,,,,,,,
