item,case_id,direction,category,source_text,translation_to_review,1. Meaning preserved? YES / NO,2. Meaning REVERSED? YES / NO,3. Information omitted? YES / NO,4. Information invented? YES / NO,5. Names/numbers corrupted? YES / NO,6. Natural for a native speaker? 1-5,7. Grammar? 1-5,8. Would you trust this in a real private chat? YES / NO,9. Corrected translation (optional),10. Note (optional)
69,ha2en-dc6a71ca98,ha->en,negation,Yana ba ya zo a cikin ofishin.,It does not come to the office.,,,,,,,,,,
70,en2ha-b2d2765a25,en->ha,code-only,OTP-483920,Kasa-483920,,,,,,,,,,
71,ha2en-deed5fd3ae,ha->en,conversation,Yaya za ku yi aiki a yau?,How will you work today?,,,,,,,,,,
72,en2ha-d11552e8ed,en->ha,conversation,Please send me the address before you leave.,Don me Ka wajabta yãƙi a kaina?,,,,,,,,,,
73,ha2en-d9dc5a0ab6,ha->en,health,Kada ka ba yaro magani sa'ad da yake ɗan shekara biyar.,Do not give birth to a child when he is five years old.,,,,,,,,,,
74,ha2en-91691d9855,ha->en,url,Ka ƙara karatu sa'ad da ake waya.,Learn more about it.,,,,,,,,,,
75,en2ha-c4b1ce297e,en->ha,phone,Call me on 08031234567 when you arrive.,Ka yi mini kira a kan shekara ta fiye da haka sa'ad da ka isa wurin.,,,,,,,,,,
76,en2ha-975f84b293,en->ha,broadcast,"Good morning everyone, and welcome to this broadcast.","Good morning, da kuma kyau a cikin wannan broadcast.",,,,,,,,,,
77,ha2en-3e5f267f7e,ha->en,number-only,45 Abin da Muka Koya Daga Wurin Yesu - Game da Rayuwar ' Yan Adam,45 What We Learn From Jesus - About Mankind's Life,,,,,,,,,,
78,ha2en-3288a47da0,ha->en,money,"Yadda za a yi amfani da 12,500 naira.","How to use 12,500 nails.",,,,,,,,,,
79,en2ha-b8109a29bd,en->ha,negation,She has not arrived at the office.,Ba ta isa ofishin Shaidun Jehobah ba.,,,,,,,,,,
80,ha2en-07c41f58ff,ha->en,multi,Ƙaddamarwa ne cancelled. Za mu gudu a kan rana.,Submissions are cancelled. We will continue on the day.,,,,,,,,,,
81,ha2en-227219d57f,ha->en,broadcast,"Sai ya wãyi gari a cikin birnin yanã mai tsõro, yanã sauna.","So he was in the city, fearful and vigilant.",,,,,,,,,,
82,en2ha-78ba011ded,en->ha,emoji-only,👍👍,keyboard- key- name,,,,,,,,,,
83,ha2en-e8b930ae1d,ha->en,punctuation,???,???,,,,,,,,,,
84,en2ha-65dd17f8eb,en->ha,negation,Do not send the payment yet.,"Kuma kada ku ƙõsa ga rubũta shi, ƙarami ya kasance kõ babba, zuwa ajalinsa.",,,,,,,,,,
85,ha2en-34e885a0f2,ha->en,long,"Thanks for your message. Na kwatanta da kaya da kayayyakin za a samu a ranar Almasihu. Don Allah tabbatar da wani mutum a cikin masana'antu don samun su, kuma kira ni idan akwai wani matsaloli tare da samfurin.","Thanks for your message. I compare the shipment and the products will be obtained on the day of Christ. Please make sure any person in the factory to get them, and call me if there is any problem with the product.",,,,,,,,,,
86,en2ha-c3d8b39e89,en->ha,number-only,45000,45 Abin da Muka Koya Daga Wurin Yesu - Game da Rayuwar ' Yan Adam,,,,,,,,,,
87,ha2en-e8cd30c5e0,ha->en,conversation,Ta yaya kake yin wannan yamma?,How are you doing this evening?,,,,,,,,,,
88,en2ha-da420a5c6e,en->ha,money,The price is two thousand naira per bag.,The price is two thousand naira a kowace tas.,,,,,,,,,,
89,ha2en-61eebbfeed,ha->en,agriculture,"Rain za a fara a watanni, don haka shirya ƙasa yanzu.","Rain will start in the month, so prepare the ground now.",,,,,,,,,,
90,en2ha-aa68e473d4,en->ha,business,We need to sign the agreement before the end of the month.,Muna bukatar mu yi yarjejeniya kafin ƙarshen wata.,,,,,,,,,,
91,ha2en-0d13f7c85b,ha->en,number-only,45000,45000,,,,,,,,,,
92,ha2en-a808b0620a,ha->en,hashtag,Tuntuɓi mu a nan a yau #VideofyLive don shiryawa.,Contact us today #VideofyLive for packaging.,,,,,,,,,,
93,en2ha-b2d2765a25,en->ha,code-only,OTP-483920,@ item Text character set,,,,,,,,,,
94,en2ha-f6389e051f,en->ha,otp,Your verification code is 483920. Do not share it.,Ka kafa tsarin da za ka bi don ka yi amfani da shi a matsayin wanda kake son ka yi amfani da shi.,,,,,,,,,,
95,en2ha-4b6d9c5eed,en->ha,conversation,How are you doing this evening?,Ta yaya kake yin wannan yamma?,,,,,,,,,,
96,ha2en-176bfeb912,ha->en,negation,Kada ka ba da kudi a yanzu.,Do not give money now.,,,,,,,,,,
97,ha2en-0fdea97fbf,ha->en,otp,Your daidaitaccen code is 483920. Don Allah ba sa shi.,Your matching code is 483920. Please do not tell it.,,,,,,,,,,
98,en2ha-cd54fc4949,en->ha,money,I have not received the money you sent.,Ina ba da kudi da kudi da ka saita.,,,,,,,,,,
99,ha2en-c9be9606e3,ha->en,entity,Da Ãdãwa suka yi tafiya daga garin Arano zuwa Kano dare da rana.,And 'Ad journeyed from the town of Carmel to Kano by day and by night.,,,,,,,,,,
100,ha2en-225d7ba698,ha->en,money,"Don Allah ka aiko mini da ' yan'uwa guda 4 kaina a yau, sai ka aika mini littafin nan ""Ku Tsare Kanku Cikin Ƙaunar Allah! ""","Please send me one brothers and sisters today, so send me the book ""Keep Yourselves in God's Love! """,,,,,,,,,,
101,en2ha-f65774c7e3,en->ha,negation,I did not say that I would not come.,Ban ce ba zan zo ba.,,,,,,,,,,
102,en2ha-c4b1ce297e,en->ha,phone,Call me on 08031234567 when you arrive.,Kira da ni a kan 08031234567 a lokacin da ka zo.,,,,,,,,,,
103,en2ha-251e5c0414,en->ha,account,Transfer to account 0123456789 at First Bank.,Mun yi bincike a kan shekara ta 0 daga shekara ta 3 kaina zuwa fiye da hakan.,,,,,,,,,,
104,en2ha-8ad830f1a5,en->ha,url,Read more at https://consummate7.com/help before you call.,Ka ƙara karatu sa'ad da ake waya.,,,,,,,,,,
105,en2ha-cd54fc4949,en->ha,money,I have not received the money you sent.,Ban karɓi kuɗin da ka aiko mini ba.,,,,,,,,,,
106,en2ha-96c59bc2be,en->ha,hashtag,Join us tonight #VideofyLive for the broadcast.,Tuntuɓi mu a nan a yau #VideofyLive don shiryawa.,,,,,,,,,,
107,en2ha-11d4af44a5,en->ha,money,I have received the money you sent.,Na samu kudi da ka saita.,,,,,,,,,,
108,en2ha-65dd17f8eb,en->ha,negation,Do not send the payment yet.,Kada ka ba da kudi a yanzu.,,,,,,,,,,
109,en2ha-9713402736,en->ha,health,Do not give this medicine to a child under five years old.,Kada ka ba yaro magani sa'ad da yake ɗan shekara biyar.,,,,,,,,,,
110,ha2en-f19c3600b5,ha->en,datetime,Abin da ya faru ya soma ne bayan ƙarfe huɗu na watan Maris.,The incident began at the end of four o'clock in March.,,,,,,,,,,
111,ha2en-887f1bf975,ha->en,emoji-text,"Wata ' yar'uwa mai suna Mia ta ce: ""Mun yi farin ciki sosai a gare ki.",""" We were very happy to you, "" says Mia.",,,,,,,,,,
112,en2ha-251e5c0414,en->ha,account,Transfer to account 0123456789 at First Bank.,Sauke kafin 0123456789 a First Bank.,,,,,,,,,,
113,ha2en-a82eac9eae,ha->en,health,"Sũ zuwa ga kãfirci a rãnar nan, sun fi kusa daga gare su zuwa ga ĩmãni.",They were nearer to disbelief on that day than to faith.,,,,,,,,,,
114,ha2en-86cad82450,ha->en,blank,,,,,,,,,,,,
115,en2ha-78ba011ded,en->ha,emoji-only,👍👍,👍👍,,,,,,,,,,
116,ha2en-29d591f850,ha->en,negation,Ban ce ba zan zo ba.,I didn't say I would come.,,,,,,,,,,
117,en2ha-0a24e1e8a5,en->ha,emoji-text,Congratulations on the new baby 🎉 we are very happy for you.,"Wata ' yar'uwa mai suna Mia ta ce: ""Mun yi farin ciki sosai a gare ki.",,,,,,,,,,
118,en2ha-975f84b293,en->ha,broadcast,"Good morning everyone, and welcome to this broadcast.","Sai ya wãyi gari a cikin birnin yanã mai tsõro, yanã sauna.",,,,,,,,,,
119,en2ha-b8109a29bd,en->ha,negation,She has not arrived at the office.,Yana ba ya zo a cikin ofishin.,,,,,,,,,,
120,ha2en-98ce57a130,ha->en,datetime,The event ya fara a four thirty a kan 15th na Maris.,The event began at four thirty on the 15th of March.,,,,,,,,,,
121,en2ha-6a0a9078bc,en->ha,blank,,,,,,,,,,,,
122,ha2en-f0bf899335,ha->en,entity,Adebayo ya tafiya daga Abeokuta zuwa Kano yamma.,Adebayo travelled from Abeokuta to Kano west.,,,,,,,,,,
123,ha2en-8f9c593124,ha->en,negation,Na ba ya ce cewa ba za a yi.,I did not say that it would not be done.,,,,,,,,,,
124,en2ha-aa68e473d4,en->ha,business,We need to sign the agreement before the end of the month.,Ya kamata mu shigar da al'ada kafin watan.,,,,,,,,,,
125,en2ha-547d60bd43,en->ha,multi,I am on my way. Please wait for me at the gate. I will be there soon.,"Ina kan hanya, ina jirana a ƙofa, sai in isa wajen nan da nan.",,,,,,,,,,
126,en2ha-9713402736,en->ha,health,Do not give this medicine to a child under five years old.,Kada ka ba da wannan magani a cikin mutane da suka wuce da shekaru 5.,,,,,,,,,,
127,en2ha-547d60bd43,en->ha,multi,I am on my way. Please wait for me at the gate. I will be there soon.,Ina tafiya. Please wait for me at the gate. I'll be there soon.,,,,,,,,,,
128,ha2en-f159220d99,ha->en,datetime,"An yi taron a ranar 15 ga Maris a watan Maris, 4 ga Maris.","The assembly was held on March 15, March 4, March.",,,,,,,,,,
129,en2ha-3c6049733e,en->ha,agriculture,"The rains will start next month, so prepare the land now.","Rain za a fara a watanni, don haka shirya ƙasa yanzu.",,,,,,,,,,
130,en2ha-d11552e8ed,en->ha,conversation,Please send me the address before you leave.,Za mu rubuta adireshin kafin ka fara.,,,,,,,,,,
131,en2ha-f5cf3e80e0,en->ha,datetime,The meeting has been moved to 15 March at 4:30.,"An yi taron a ranar 15 ga Maris a watan Maris, 4 ga Maris.",,,,,,,,,,
132,en2ha-66de15f192,en->ha,multi,The meeting is cancelled. We will meet tomorrow instead.,Ƙaddamarwa ne cancelled. Za mu gudu a kan rana.,,,,,,,,,,
133,ha2en-22e62f4d7d,ha->en,money,Ina ba da kudi da kudi da ka saita.,I give you money and money you put in.,,,,,,,,,,
134,ha2en-7a5ddc8a28,ha->en,mixed,Abeg ya ba da kudi kafin 5pm 🙏,Abeg gave money before 5pm 🙏,,,,,,,,,,
135,en2ha-66de15f192,en->ha,multi,The meeting is cancelled. We will meet tomorrow instead.,Sa'an nan kuma lalle Mũ ne Mafi sani ga waɗanda suke sũ ne mafiya cancantar ƙõnuwa da ita.,,,,,,,,,,
136,ha2en-3f90ac5ff9,ha->en,long,"Na yi maka bayani mai daɗi game da abin da kake faɗa kuma ina samun kuɗi sosai a ranar Jumma'a. Don Allah ka tabbata cewa ka je ka sauke karatu, kuma ka kira ni da duk wata matsala da za ka fuskanta.","I have given you an interesting explanation of what you say and have a lot of money on Friday, so to speak, make sure that you have graduated from school, and call me with whatever challenges you face.",,,,,,,,,,
