item,case_id,direction,category,source_text,translation_to_review,1. Meaning preserved? YES / NO,2. Meaning REVERSED? YES / NO,3. Information omitted? YES / NO,4. Information invented? YES / NO,5. Names/numbers corrupted? YES / NO,6. Natural for a native speaker? 1-5,7. Grammar? 1-5,8. Would you trust this in a real private chat? YES / NO,9. Corrected translation (optional),10. Note (optional)
17,en2yo-ae11cf08f2,en->yo,health,Do not give this medicine to a child under five years old.,Ti o ba ko fi ọgbin yii si ọpọlọpọ awọn ọmọde diẹ sii ju 5 ọdun.,,,,,,,,,,
18,en2yo-4fd5b0dd3c,en->yo,broadcast,"Good morning everyone, and welcome to this broadcast.","Good morning gbogbo eniyan, ati ki o gbọdọ lọ si yi iroyin.",,,,,,,,,,
19,en2yo-c810bed69f,en->yo,negation,Do not send the payment yet.,Má tíì fi owó náà ránṣẹ́.,,,,,,,,,,
20,en2yo-ba2a4fb203,en->yo,multi,I am on my way. Please wait for me at the gate. I will be there soon.,Ti o ba tẹsiwaju fun mi ninu awọn ọkọ ofurufu. Mo ti wa ni nibẹ.,,,,,,,,,,
21,en2yo-504a016629,en->yo,phone,Call me on 08031234567 when you arrive.,"Ẹ pè mí ní 08031,32367 nígbà tẹ́ ẹ bá débẹ̀.",,,,,,,,,,
22,en2yo-f3eb0ba758,en->yo,money,I have not received the money you sent.,Èmi kò rí owó tẹ́ ẹ fi ránṣẹ́ gbà.,,,,,,,,,,
23,en2yo-ae11cf08f2,en->yo,health,Do not give this medicine to a child under five years old.,Má ṣe fún ọmọ tí kò tíì pé ọmọ ọdún márùn - ún ní oògùn yìí.,,,,,,,,,,
24,en2yo-f3eb0ba758,en->yo,money,I have not received the money you sent.,Mo ti ko gba awọn owo ti o fi fun mi.,,,,,,,,,,
25,en2yo-a7c08ed29d,en->yo,datetime,The meeting has been moved to 15 March at 4:30.,A ti gbé ìpàdé náà lọ sí 15 March ní 4:30.,,,,,,,,,,
26,en2yo-22672546b3,en->yo,long,"Thank you for your message. I have spoken to the supplier and the goods will arrive on Friday morning. Please make sure somebody is at the shop to receive them, and call me if there is any problem with the delivery.","Mo ti tẹle pẹlu awọn onibara ati awọn ọja yoo wa ni Friday ojoojumọ. Jọwọ rii daju pe ọkan ni ile lati gba wọn, ki o si fi mi ti o ba ni eyikeyi iṣoro pẹlu awọn gbigbe.",,,,,,,,,,
27,en2yo-272dee2d08,en->yo,negation,I did not say that I would not come.,Mo ti ko fi wipe mo ko lọ.,,,,,,,,,,
28,en2yo-e4ece6befd,en->yo,money,"Please send 45,000 naira to my account today.","Jọ̀wọ́ fi ẹgbẹ̀rún márùndínlógójì [45,000] naira ránṣẹ́ sí mi lónìí.",,,,,,,,,,
29,en2yo-22672546b3,en->yo,long,"Thank you for your message. I have spoken to the supplier and the goods will arrive on Friday morning. Please make sure somebody is at the shop to receive them, and call me if there is any problem with the delivery.","Ẹ ṣeun gan - an fún ohun tẹ́ ẹ fi ránṣẹ́, mo ti bá ẹni tó ń ta ọjà náà sọ̀rọ̀ láàárọ̀ ọjọ́ Friday, ẹ jọ̀wọ́ ẹ rí i dájú pé ẹnì kan wà ní ṣọ́ọ̀bù náà láti gbà wọ́n, ké sí mi lórí fóònù bí ìṣòro bá wà níbẹ̀.",,,,,,,,,,
30,en2yo-a7c08ed29d,en->yo,datetime,The meeting has been moved to 15 March at 4:30.,Ọrọìwòye ti a ti tẹsiwaju si 15 March ni 4:30.,,,,,,,,,,
