item,case_id,direction,category,source_text,translation_to_review,1. Meaning preserved? YES / NO,2. Meaning REVERSED? YES / NO,3. Information omitted? YES / NO,4. Information invented? YES / NO,5. Names/numbers corrupted? YES / NO,6. Natural for a native speaker? 1-5,7. Grammar? 1-5,8. Would you trust this in a real private chat? YES / NO,9. Corrected translation (optional),10. Note (optional)
33,en2ha-251e5c0414,en->ha,account,Transfer to account 0123456789 at First Bank.,Mun yi bincike a kan shekara ta 0 daga shekara ta 3 kaina zuwa fiye da hakan.,,,,,,,,,,
34,ha2en-225d7ba698,ha->en,money,"Don Allah ka aiko mini da ' yan'uwa guda 4 kaina a yau, sai ka aika mini littafin nan ""Ku Tsare Kanku Cikin Ƙaunar Allah! ""","Please send me one brothers and sisters today, so send me the book ""Keep Yourselves in God's Love! """,,,,,,,,,,
35,en2ha-4b6d9c5eed,en->ha,conversation,How are you doing this evening?,Ta yaya kake yin wannan yamma?,,,,,,,,,,
36,ha2en-1c1ba46e74,ha->en,negation,"Kuma kada ku ƙõsa ga rubũta shi, ƙarami ya kasance kõ babba, zuwa ajalinsa.","Do not refuse to write it down whether it be small or large, until its term.",,,,,,,,,,
37,ha2en-f4f98fd30c,ha->en,account,Mun yi bincike a kan shekara ta 0 daga shekara ta 3 kaina zuwa fiye da hakan.,We studied about 0 from 33 C.E. to more than that.,,,,,,,,,,
38,ha2en-0fdea97fbf,ha->en,otp,Your daidaitaccen code is 483920. Don Allah ba sa shi.,Your matching code is 483920. Please do not tell it.,,,,,,,,,,
39,en2ha-65dd17f8eb,en->ha,negation,Do not send the payment yet.,"Kuma kada ku ƙõsa ga rubũta shi, ƙarami ya kasance kõ babba, zuwa ajalinsa.",,,,,,,,,,
40,en2ha-65dd17f8eb,en->ha,negation,Do not send the payment yet.,Kada ka ba da kudi a yanzu.,,,,,,,,,,
41,en2ha-33008a690d,en->ha,entity,My name is Zoe and I work in Lagos.,Sunana shi ne Abababa kuma ina aiki a yaren kurame.,,,,,,,,,,
42,en2ha-547d60bd43,en->ha,multi,I am on my way. Please wait for me at the gate. I will be there soon.,Ina tafiya. Please wait for me at the gate. I'll be there soon.,,,,,,,,,,
43,en2ha-9713402736,en->ha,health,Do not give this medicine to a child under five years old.,Kada ka ba yaro magani sa'ad da yake ɗan shekara biyar.,,,,,,,,,,
44,ha2en-227219d57f,ha->en,broadcast,"Sai ya wãyi gari a cikin birnin yanã mai tsõro, yanã sauna.","So he was in the city, fearful and vigilant.",,,,,,,,,,
45,en2ha-975f84b293,en->ha,broadcast,"Good morning everyone, and welcome to this broadcast.","Good morning, da kuma kyau a cikin wannan broadcast.",,,,,,,,,,
46,en2ha-f6389e051f,en->ha,otp,Your verification code is 483920. Do not share it.,Your daidaitaccen code is 483920. Don Allah ba sa shi.,,,,,,,,,,
47,en2ha-547d60bd43,en->ha,multi,I am on my way. Please wait for me at the gate. I will be there soon.,"Ina kan hanya, ina jirana a ƙofa, sai in isa wajen nan da nan.",,,,,,,,,,
48,en2ha-c4b1ce297e,en->ha,phone,Call me on 08031234567 when you arrive.,Kira da ni a kan 08031234567 a lokacin da ka zo.,,,,,,,,,,
49,ha2en-87463dd307,ha->en,broadcast,"Good morning, da kuma kyau a cikin wannan broadcast.","Good morning, and good on this broadcast.",,,,,,,,,,
50,ha2en-8f9c593124,ha->en,negation,Na ba ya ce cewa ba za a yi.,I did not say that it would not be done.,,,,,,,,,,
51,ha2en-22e62f4d7d,ha->en,money,Ina ba da kudi da kudi da ka saita.,I give you money and money you put in.,,,,,,,,,,
52,en2ha-0736925102,en->ha,long,"Thank you for your message. I have spoken to the supplier and the goods will arrive on Friday morning. Please make sure somebody is at the shop to receive them, and call me if there is any problem with the delivery.","Na yi maka bayani mai daɗi game da abin da kake faɗa kuma ina samun kuɗi sosai a ranar Jumma'a. Don Allah ka tabbata cewa ka je ka sauke karatu, kuma ka kira ni da duk wata matsala da za ka fuskanta.",,,,,,,,,,
53,ha2en-943c142530,ha->en,money,Ban karɓi kuɗin da ka aiko mini ba.,I did not accept the money you sent to me.,,,,,,,,,,
54,ha2en-ceebec6b4f,ha->en,datetime,Yanar gizo ya saita zuwa 15 Maris a 4:30.,The website is scheduled to 15 March at 4:30.,,,,,,,,,,
55,ha2en-3f90ac5ff9,ha->en,long,"Na yi maka bayani mai daɗi game da abin da kake faɗa kuma ina samun kuɗi sosai a ranar Jumma'a. Don Allah ka tabbata cewa ka je ka sauke karatu, kuma ka kira ni da duk wata matsala da za ka fuskanta.","I have given you an interesting explanation of what you say and have a lot of money on Friday, so to speak, make sure that you have graduated from school, and call me with whatever challenges you face.",,,,,,,,,,
56,en2ha-f65774c7e3,en->ha,negation,I did not say that I would not come.,Ban ce ba zan zo ba.,,,,,,,,,,
57,en2ha-a2c795463f,en->ha,money,"Please send 45,000 naira to my account today.","Yadda za a sauke 45,000 naira a kan asusunku a yau.",,,,,,,,,,
58,ha2en-514e2dc875,ha->en,multi,Ina tafiya. Please wait for me at the gate. I'll be there soon.,I travel. Please wait for me at the gate. I'll be there soon.,,,,,,,,,,
59,ha2en-34e885a0f2,ha->en,long,"Thanks for your message. Na kwatanta da kaya da kayayyakin za a samu a ranar Almasihu. Don Allah tabbatar da wani mutum a cikin masana'antu don samun su, kuma kira ni idan akwai wani matsaloli tare da samfurin.","Thanks for your message. I compare the shipment and the products will be obtained on the day of Christ. Please make sure any person in the factory to get them, and call me if there is any problem with the product.",,,,,,,,,,
60,en2ha-f5cf3e80e0,en->ha,datetime,The meeting has been moved to 15 March at 4:30.,"An yi taron a ranar 15 ga Maris a watan Maris, 4 ga Maris.",,,,,,,,,,
