item,case_id,direction,category,source_text,translation_to_review,1. Meaning preserved? YES / NO,2. Meaning REVERSED? YES / NO,3. Information omitted? YES / NO,4. Information invented? YES / NO,5. Names/numbers corrupted? YES / NO,6. Natural for a native speaker? 1-5,7. Grammar? 1-5,8. Would you trust this in a real private chat? YES / NO,9. Corrected translation (optional),10. Note (optional)
19,en2yo-22672546b3,en->yo,long,"Thank you for your message. I have spoken to the supplier and the goods will arrive on Friday morning. Please make sure somebody is at the shop to receive them, and call me if there is any problem with the delivery.","Mo ti tẹle pẹlu awọn onibara ati awọn ọja yoo wa ni Friday ojoojumọ. Jọwọ rii daju pe ọkan ni ile lati gba wọn, ki o si fi mi ti o ba ni eyikeyi iṣoro pẹlu awọn gbigbe.",,,,,,,,,,
20,yo2en-93f81e5149,yo->en,entity,Mo wa ni Zoe ati Mo ṣiṣẹ ni Lagos.,I am Zoe and I work in Lagos.,,,,,,,,,,
21,yo2en-3e2b9e85b7,yo->en,money,"Tẹle 45,000 naira si iroyin mi loni.","Get 45,000 rewards to my account today.",,,,,,,,,,
22,en2yo-8610dec7f2,en->yo,otp,Your verification code is 483920. Do not share it.,Ọ̀ọ́dúnrún ó lé ọgọ́rùn - ún mẹ́ta [43920] ni ọ̀rọ̀ tó o kọ sílẹ̀ jẹ́ ká mọ̀ pé òótọ́ lọ̀rọ̀ náà.,,,,,,,,,,
23,en2yo-a7c08ed29d,en->yo,datetime,The meeting has been moved to 15 March at 4:30.,Ọrọìwòye ti a ti tẹsiwaju si 15 March ni 4:30.,,,,,,,,,,
24,yo2en-bc518a2e8b,yo->en,conversation,Ti o ba tẹsiwaju ti o ba tẹsiwaju?,If you continue to press you forward?,,,,,,,,,,
25,yo2en-f4b1e5663e,yo->en,money,Awọn owo ti o wa ni 2 000 naira fun ọkan.,The cost is 2 000 yen per person.,,,,,,,,,,
26,en2yo-af58a581ca,en->yo,money,The price is two thousand naira per bag.,Wọ́n máa ń ná ẹgbẹ̀rún méjì naira nínú àpò kọ̀ọ̀kan.,,,,,,,,,,
27,en2yo-af58a581ca,en->yo,money,The price is two thousand naira per bag.,Awọn owo ti o wa ni 2 000 naira fun ọkan.,,,,,,,,,,
28,yo2en-5c1217c671,yo->en,conversation,Báwo lo ṣe ń ṣe lálẹ́ yìí?,How are you doing this night?,,,,,,,,,,
29,yo2en-ce6b70142d,yo->en,phone,"Ẹ pè mí ní 08031,32367 nígbà tẹ́ ẹ bá débẹ̀.","I'm called 1,024 when you arrive.",,,,,,,,,,
30,yo2en-3788bc7a89,yo->en,negation,Mi ò sọ pé mi ò ní wá.,I didn't say that I wouldn't come.,,,,,,,,,,
31,yo2en-9a480f6bdc,yo->en,account,Owo owo ni 0123456789 ni First Bank.,The currency is 0123456789 at First Bank.,,,,,,,,,,
32,en2yo-504a016629,en->yo,phone,Call me on 08031234567 when you arrive.,"Ẹ pè mí ní 08031,32367 nígbà tẹ́ ẹ bá débẹ̀.",,,,,,,,,,
33,en2yo-819f078f4f,en->yo,account,Transfer to account 0123456789 at First Bank.,Báńkì Kìíní ni wọ́n kó o lọ sí 01234567.89.,,,,,,,,,,
34,yo2en-b7f8a11b52,yo->en,money,"Jọ̀wọ́ fi ẹgbẹ̀rún márùndínlógójì [45,000] naira ránṣẹ́ sí mi lónìí.","Please send me 7,500 letters today.",,,,,,,,,,
35,en2yo-dd951cb3bf,en->yo,conversation,How are you doing this evening?,Báwo lo ṣe ń ṣe lálẹ́ yìí?,,,,,,,,,,
36,yo2en-db9d414a49,yo->en,negation,Má tíì fi owó náà ránṣẹ́.,Do not send it.,,,,,,,,,,
37,yo2en-481561a92c,yo->en,account,Báńkì Kìíní ni wọ́n kó o lọ sí 01234567.89.,"You were transferred to 3: 03,424.",,,,,,,,,,
38,yo2en-594fa9ee99,yo->en,otp,Ọrọìwòye rẹ jẹ 483920. Ko fi o.,Your comment is 483920. Do not add it.,,,,,,,,,,
39,en2yo-c810bed69f,en->yo,negation,Do not send the payment yet.,Má tíì fi owó náà ránṣẹ́.,,,,,,,,,,
40,en2yo-c810bed69f,en->yo,negation,Do not send the payment yet.,Ti o ba tẹsiwaju pe o ko fi awọn owo ṣaaju ki o tobi.,,,,,,,,,,
41,en2yo-4bd30069c7,en->yo,entity,My name is Zoe and I work in Lagos.,"Zoe lorúkọ mi, èmi sì ń ṣiṣẹ́ ní Èkó.",,,,,,,,,,
42,en2yo-ba2a4fb203,en->yo,multi,I am on my way. Please wait for me at the gate. I will be there soon.,Ti o ba tẹsiwaju fun mi ninu awọn ọkọ ofurufu. Mo ti wa ni nibẹ.,,,,,,,,,,
43,en2yo-ae11cf08f2,en->yo,health,Do not give this medicine to a child under five years old.,Má ṣe fún ọmọ tí kò tíì pé ọmọ ọdún márùn - ún ní oògùn yìí.,,,,,,,,,,
44,yo2en-4137bdf52f,yo->en,broadcast,"Ẹ káàbọ̀ láàárọ̀, kẹ́ ẹ sì gba ìròyìn náà tọwọ́tẹsẹ̀.","Welcome the morning, and accept the news warmly.",,,,,,,,,,
45,en2yo-4fd5b0dd3c,en->yo,broadcast,"Good morning everyone, and welcome to this broadcast.","Good morning gbogbo eniyan, ati ki o gbọdọ lọ si yi iroyin.",,,,,,,,,,
46,en2yo-8610dec7f2,en->yo,otp,Your verification code is 483920. Do not share it.,Ọrọìwòye rẹ jẹ 483920. Ko fi o.,,,,,,,,,,
47,en2yo-ba2a4fb203,en->yo,multi,I am on my way. Please wait for me at the gate. I will be there soon.,"Mo ń bá ọ̀nà mi lọ; jọ̀wọ́ dúró dè mí ní ẹnubodè, èmi yóò sì wà níbẹ̀ láìpẹ́.",,,,,,,,,,
48,en2yo-504a016629,en->yo,phone,Call me on 08031234567 when you arrive.,Tẹ mi nipa 08031234567 nigba ti o ba wa.,,,,,,,,,,
49,yo2en-82e78fbbf5,yo->en,broadcast,"Good morning gbogbo eniyan, ati ki o gbọdọ lọ si yi iroyin.","Good morning everyone, and you should go to this account.",,,,,,,,,,
50,yo2en-b431b58115,yo->en,negation,Mo ti ko fi wipe mo ko lọ.,I didn’t say I didn’t go.,,,,,,,,,,
51,yo2en-9dc5c80531,yo->en,money,Mo ti ko gba awọn owo ti o fi fun mi.,I don’t get the money you put for me.,,,,,,,,,,
52,en2yo-22672546b3,en->yo,long,"Thank you for your message. I have spoken to the supplier and the goods will arrive on Friday morning. Please make sure somebody is at the shop to receive them, and call me if there is any problem with the delivery.","Ẹ ṣeun gan - an fún ohun tẹ́ ẹ fi ránṣẹ́, mo ti bá ẹni tó ń ta ọjà náà sọ̀rọ̀ láàárọ̀ ọjọ́ Friday, ẹ jọ̀wọ́ ẹ rí i dájú pé ẹnì kan wà ní ṣọ́ọ̀bù náà láti gbà wọ́n, ké sí mi lórí fóònù bí ìṣòro bá wà níbẹ̀.",,,,,,,,,,
53,yo2en-ceb0d113d3,yo->en,money,Èmi kò rí owó tẹ́ ẹ fi ránṣẹ́ gbà.,I don't receive the money you send.,,,,,,,,,,
54,yo2en-781f81462b,yo->en,datetime,Ọrọìwòye ti a ti tẹsiwaju si 15 March ni 4:30.,The comment was forwarded to 15 March at 4:30.,,,,,,,,,,
55,yo2en-132ff66724,yo->en,long,"Ẹ ṣeun gan - an fún ohun tẹ́ ẹ fi ránṣẹ́, mo ti bá ẹni tó ń ta ọjà náà sọ̀rọ̀ láàárọ̀ ọjọ́ Friday, ẹ jọ̀wọ́ ẹ rí i dájú pé ẹnì kan wà ní ṣọ́ọ̀bù náà láti gbà wọ́n, ké sí mi lórí fóònù bí ìṣòro bá wà níbẹ̀.","Thank you very much for what you sent, and I have talked with the owner on Friday morning morning, and please make sure that there is someone in the shop to receive them, calling me on the phone if there is a problem.",,,,,,,,,,
56,en2yo-272dee2d08,en->yo,negation,I did not say that I would not come.,Mi ò sọ pé mi ò ní wá.,,,,,,,,,,
57,en2yo-e4ece6befd,en->yo,money,"Please send 45,000 naira to my account today.","Tẹle 45,000 naira si iroyin mi loni.",,,,,,,,,,
58,yo2en-793daa8abb,yo->en,multi,Ti o ba tẹsiwaju fun mi ninu awọn ọkọ ofurufu. Mo ti wa ni nibẹ.,If you push for me in the aircraft. I am there.,,,,,,,,,,
59,yo2en-03dba8c899,yo->en,long,"Mo ti tẹle pẹlu awọn onibara ati awọn ọja yoo wa ni Friday ojoojumọ. Jọwọ rii daju pe ọkan ni ile lati gba wọn, ki o si fi mi ti o ba ni eyikeyi iṣoro pẹlu awọn gbigbe.","I have been contacted with customers and the products will be on Friday daily. Please make sure that one is in the house to get them, and tell me if you have any problems with the shipping.",,,,,,,,,,
60,en2yo-a7c08ed29d,en->yo,datetime,The meeting has been moved to 15 March at 4:30.,A ti gbé ìpàdé náà lọ sí 15 March ní 4:30.,,,,,,,,,,
